id,user_id,action_type_id,value,points_awarded,date
1917,14,1,0.24,0,2025-10-15
1918,14,2,71.39,0,2025-10-15
1919,14,3,5.0,3,2025-10-15
1920,14,4,0.52,20,2025-10-15
1921,14,5,4.0,4,2025-10-15
1922,14,1,3.46,1,2025-10-16
1923,14,2,90.07,0,2025-10-16
1924,14,3,1.0,10,2025-10-16
1925,14,4,0.33,23,2025-10-16
1926,14,6,1.0,1,2025-10-16
1927,14,1,18.45,4,2025-10-17
1928,14,2,171.28,0,2025-10-17
1929,14,3,6.0,3,2025-10-17
1930,14,4,1.16,14,2025-10-17
1931,14,5,5.0,3,2025-10-17
1932,14,1,8.47,2,2025-10-18
1933,14,2,78.39,0,2025-10-18
1934,14,3,10.0,2,2025-10-18
1935,14,4,1.21,14,2025-10-18
1936,14,5,4.0,4,2025-10-18
1937,14,1,1.58,0,2025-10-19
1938,14,2,166.56,0,2025-10-19
1939,14,3,2.0,7,2025-10-19
1940,14,4,1.21,14,2025-10-19
1941,14,5,3.0,5,2025-10-19
1942,14,1,13.0,3,2025-10-20
1943,14,2,119.34,0,2025-10-20
1944,14,3,4.0,4,2025-10-20
1945,14,4,1.49,12,2025-10-20
1946,14,5,5.0,3,2025-10-20
1947,14,1,4.89,1,2025-10-21
1948,14,2,167.19,0,2025-10-21
1949,14,3,1.0,10,2025-10-21
1950,14,4,1.07,14,2025-10-21
1951,14,5,4.0,4,2025-10-21
1952,14,1,13.16,3,2025-10-22
1953,14,2,39.86,0,2025-10-22
1954,14,4,1.5,12,2025-10-22
1955,14,5,5.0,3,2025-10-22
1956,14,6,1.0,1,2025-10-22
1957,14,1,6.93,1,2025-10-23
1958,14,2,97.93,0,2025-10-23
1959,14,3,4.0,4,2025-10-23
1960,14,4,0.58,19,2025-10-23
1961,14,5,1.0,10,2025-10-23
1962,14,1,14.66,3,2025-10-24
1963,14,2,30.07,0,2025-10-24
1964,14,4,0.87,16,2025-10-24
1965,14,5,3.0,5,2025-10-24
1966,14,1,14.25,3,2025-10-25
1967,14,2,108.03,0,2025-10-25
1968,14,3,1.0,10,2025-10-25
1969,14,4,1.14,14,2025-10-25
1970,14,5,4.0,4,2025-10-25
1971,14,1,11.34,2,2025-10-26
1972,14,2,72.51,0,2025-10-26
1973,14,3,4.0,4,2025-10-26
1974,14,4,1.61,11,2025-10-26
1975,14,5,4.0,4,2025-10-26
1976,14,1,14.82,3,2025-10-27
1977,14,2,10.44,1,2025-10-27
1978,14,4,0.72,17,2025-10-27
1979,14,5,3.0,5,2025-10-27
1980,14,1,3.58,1,2025-10-28
1981,14,2,173.26,0,2025-10-28
1982,14,4,1.24,13,2025-10-28
1983,14,5,5.0,3,2025-10-28
1984,14,1,6.44,1,2025-10-29
1985,14,2,80.76,0,2025-10-29
1986,14,3,5.0,3,2025-10-29
1987,14,4,0.76,17,2025-10-29
1988,14,1,13.47,3,2025-10-30
1989,14,2,18.95,1,2025-10-30
1990,14,3,3.0,5,2025-10-30
1991,14,4,1.67,11,2025-10-30
1992,14,1,9.3,2,2025-10-31
1993,14,2,57.99,0,2025-10-31
1994,14,3,4.0,4,2025-10-31
1995,14,4,0.86,16,2025-10-31
1996,14,5,4.0,4,2025-10-31
1997,14,1,5.83,1,2025-11-01
1998,14,2,143.37,0,2025-11-01
1999,14,3,9.0,2,2025-11-01
2000,14,4,0.71,18,2025-11-01
2001,14,5,2.0,7,2025-11-01
2002,14,1,15.45,3,2025-11-02
2003,14,2,43.22,0,2025-11-02
2004,14,3,8.0,2,2025-11-02
2005,14,4,1.59,12,2025-11-02
2006,14,5,1.0,10,2025-11-02
2007,14,1,0.48,0,2025-11-03
2008,14,2,102.06,0,2025-11-03
2009,14,3,10.0,2,2025-11-03
2010,14,4,1.73,11,2025-11-03
2011,14,7,1.0,2,2025-11-03
2012,14,1,13.15,3,2025-11-04
2013,14,2,154.33,0,2025-11-04
2014,14,3,4.0,4,2025-11-04
2015,14,4,0.48,20,2025-11-04
2016,14,5,4.0,4,2025-11-04
2017,14,1,19.22,4,2025-11-05
2018,14,2,175.34,0,2025-11-05
2019,14,3,2.0,7,2025-11-05
2020,14,4,1.51,12,2025-11-05
2021,14,1,16.91,3,2025-11-06
2022,14,2,80.22,0,2025-11-06
2023,14,3,5.0,3,2025-11-06
2024,14,4,1.08,14,2025-11-06
2025,14,5,5.0,3,2025-11-06
2026,15,1,2.67,1,2025-10-08
2027,15,2,149.39,0,2025-10-08
2028,15,3,1.0,10,2025-10-08
2029,15,4,1.31,13,2025-10-08
2030,15,1,4.74,1,2025-10-09
2031,15,2,54.37,0,2025-10-09
2032,15,3,5.0,3,2025-10-09
2033,15,4,1.87,10,2025-10-09
2034,15,5,3.0,5,2025-10-09
2035,15,1,6.36,1,2025-10-10
2036,15,2,56.23,0,2025-10-10
2037,15,3,1.0,10,2025-10-10
2038,15,4,1.9,10,2025-10-10
2039,15,5,1.0,10,2025-10-10
2040,15,1,3.11,1,2025-10-11
2041,15,2,37.94,0,2025-10-11
2042,15,3,7.0,2,2025-10-11
2043,15,4,0.83,16,2025-10-11
2044,15,1,4.15,1,2025-10-12
2045,15,2,62.41,0,2025-10-12
2046,15,3,4.0,4,2025-10-12
2047,15,4,1.75,11,2025-10-12
2048,15,1,16.53,3,2025-10-13
2049,15,2,128.47,0,2025-10-13
2050,15,4,0.67,18,2025-10-13
2051,15,5,2.0,7,2025-10-13
2052,15,1,19.37,4,2025-10-14
2053,15,2,77.36,0,2025-10-14
2054,15,4,1.45,12,2025-10-14
2055,15,5,2.0,7,2025-10-14
2056,15,1,19.04,4,2025-10-15
2057,15,2,155.28,0,2025-10-15
2058,15,3,8.0,2,2025-10-15
2059,15,4,1.57,12,2025-10-15
2060,15,5,1.0,10,2025-10-15
2061,15,1,15.88,3,2025-10-16
2062,15,2,30.65,0,2025-10-16
2063,15,4,1.71,11,2025-10-16
2064,15,5,1.0,10,2025-10-16
2065,15,1,7.44,1,2025-10-17
2066,15,2,117.15,0,2025-10-17
2067,15,3,10.0,2,2025-10-17
2068,15,4,0.44,21,2025-10-17
2069,15,5,4.0,4,2025-10-17
2070,15,1,0.44,0,2025-10-18
2071,15,2,20.96,0,2025-10-18
2072,15,3,10.0,2,2025-10-18
2073,15,4,1.05,15,2025-10-18
2074,15,5,1.0,10,2025-10-18
2075,15,1,16.18,3,2025-10-19
2076,15,2,30.83,0,2025-10-19
2077,15,3,7.0,2,2025-10-19
2078,15,4,0.39,22,2025-10-19
2079,15,5,4.0,4,2025-10-19
2080,15,1,9.92,2,2025-10-20
2081,15,2,75.06,0,2025-10-20
2082,15,3,6.0,3,2025-10-20
2083,15,4,0.59,19,2025-10-20
2084,15,5,1.0,10,2025-10-20
2085,15,1,8.92,2,2025-10-21
2086,15,2,35.27,0,2025-10-21
2087,15,3,9.0,2,2025-10-21
2088,15,4,1.35,13,2025-10-21
2089,15,5,1.0,10,2025-10-21
2090,15,1,17.66,4,2025-10-22
2091,15,2,91.44,0,2025-10-22
2092,15,3,1.0,10,2025-10-22
2093,15,4,0.78,17,2025-10-22
2094,15,5,1.0,10,2025-10-22
2095,15,1,15.94,3,2025-10-23
2096,15,2,52.36,0,2025-10-23
2097,15,3,8.0,2,2025-10-23
2098,15,4,1.65,11,2025-10-23
2099,15,5,3.0,5,2025-10-23
2100,15,1,10.89,2,2025-10-24
2101,15,2,92.4,0,2025-10-24
2102,15,3,9.0,2,2025-10-24
2103,15,4,1.15,14,2025-10-24
2104,15,5,3.0,5,2025-10-24
2105,15,7,1.0,2,2025-10-24
2106,15,1,11.94,2,2025-10-25
2107,15,2,14.98,1,2025-10-25
2108,15,3,4.0,4,2025-10-25
2109,15,4,0.4,21,2025-10-25
2110,15,5,3.0,5,2025-10-25
2111,15,1,19.99,4,2025-10-26
2112,15,2,175.58,0,2025-10-26
2113,15,3,1.0,10,2025-10-26
2114,15,4,0.72,17,2025-10-26
2115,15,5,1.0,10,2025-10-26
2116,15,1,18.35,4,2025-10-27
2117,15,2,19.5,0,2025-10-27
2118,15,3,3.0,5,2025-10-27
2119,15,4,1.28,13,2025-10-27
2120,15,5,3.0,5,2025-10-27
2121,15,1,16.9,3,2025-10-28
2122,15,2,39.94,0,2025-10-28
2123,15,3,9.0,2,2025-10-28
2124,15,4,0.84,16,2025-10-28
2125,15,5,5.0,3,2025-10-28
2126,15,1,0.56,0,2025-10-29
2127,15,2,129.1,0,2025-10-29
2128,15,3,9.0,2,2025-10-29
2129,15,4,1.26,13,2025-10-29
2130,15,5,4.0,4,2025-10-29
2131,15,1,16.21,3,2025-10-30
2132,15,2,174.97,0,2025-10-30
2133,15,3,8.0,2,2025-10-30
2134,15,4,0.83,16,2025-10-30
2135,15,5,3.0,5,2025-10-30
2136,15,1,12.03,2,2025-10-31
2137,15,2,13.39,1,2025-10-31
2138,15,3,7.0,2,2025-10-31
2139,15,4,0.3,23,2025-10-31
2140,15,5,4.0,4,2025-10-31
2141,15,1,14.34,3,2025-11-01
2142,15,2,166.19,0,2025-11-01
2143,15,3,5.0,3,2025-11-01
2144,15,4,0.4,21,2025-11-01
2145,15,5,1.0,10,2025-11-01
2146,15,1,15.49,3,2025-11-02
2147,15,2,153.9,0,2025-11-02
2148,15,3,5.0,3,2025-11-02
2149,15,4,1.93,10,2025-11-02
2150,15,5,2.0,7,2025-11-02
2151,15,1,11.72,2,2025-11-03
2152,15,2,67.22,0,2025-11-03
2153,15,3,5.0,3,2025-11-03
2154,15,4,0.53,20,2025-11-03
2155,15,5,1.0,10,2025-11-03
2156,15,1,12.79,3,2025-11-04
2157,15,2,92.82,0,2025-11-04
2158,15,3,5.0,3,2025-11-04
2159,15,4,0.6,19,2025-11-04
2160,15,5,4.0,4,2025-11-04
2161,15,1,15.74,3,2025-11-05
2162,15,2,47.95,0,2025-11-05
2163,15,3,9.0,2,2025-11-05
2164,15,4,1.68,11,2025-11-05
2165,15,5,3.0,5,2025-11-05
2166,15,1,2.55,1,2025-11-06
2167,15,2,133.9,0,2025-11-06
2168,15,3,9.0,2,2025-11-06
2169,15,4,0.97,15,2025-11-06
2170,15,5,4.0,4,2025-11-06
2171,16,1,18.42,4,2025-10-08
2172,16,2,174.48,0,2025-10-08
2173,16,3,3.0,5,2025-10-08
2174,16,4,1.39,13,2025-10-08
2175,16,1,14.91,3,2025-10-09
2176,16,2,50.46,0,2025-10-09
2177,16,3,5.0,3,2025-10-09
2178,16,4,0.59,19,2025-10-09
2179,16,1,14.59,3,2025-10-10
2180,16,2,67.08,0,2025-10-10
2181,16,4,0.75,17,2025-10-10
2182,16,5,1.0,10,2025-10-10
2183,16,1,15.74,3,2025-10-11
2184,16,2,132.47,0,2025-10-11
2185,16,4,0.96,15,2025-10-11
2186,16,5,5.0,3,2025-10-11
2187,16,1,8.28,2,2025-10-12
2188,16,2,159.9,0,2025-10-12
2189,16,3,5.0,3,2025-10-12
2190,16,4,1.23,13,2025-10-12
2191,16,1,11.56,2,2025-10-13
2192,16,2,138.9,0,2025-10-13
2193,16,3,3.0,5,2025-10-13
2194,16,4,0.58,19,2025-10-13
2195,16,1,0.4,0,2025-10-14
2196,16,2,54.39,0,2025-10-14
2197,16,3,1.0,10,2025-10-14
2198,16,4,0.43,21,2025-10-14
2199,16,5,1.0,10,2025-10-14
2200,16,1,1.5,0,2025-10-15
2201,16,2,170.11,0,2025-10-15
2202,16,3,1.0,10,2025-10-15
2203,16,4,0.87,16,2025-10-15
2204,16,5,4.0,4,2025-10-15
2205,16,1,8.63,2,2025-10-16
2206,16,2,121.12,0,2025-10-16
2207,16,3,9.0,2,2025-10-16
2208,16,4,1.81,11,2025-10-16
2209,16,5,1.0,10,2025-10-16
2210,16,1,19.49,4,2025-10-17
2211,16,2,79.58,0,2025-10-17
2212,16,3,8.0,2,2025-10-17
2213,16,4,1.53,12,2025-10-17
2214,16,5,5.0,3,2025-10-17
2215,16,1,5.95,1,2025-10-18
2216,16,2,26.31,0,2025-10-18
2217,16,3,6.0,3,2025-10-18
2218,16,4,1.27,13,2025-10-18
2219,16,5,3.0,5,2025-10-18
2220,16,1,8.55,2,2025-10-19
2221,16,2,60.07,0,2025-10-19
2222,16,3,10.0,2,2025-10-19
2223,16,4,1.36,13,2025-10-19
2224,16,5,3.0,5,2025-10-19
2225,16,7,1.0,2,2025-10-19
2226,16,1,3.42,1,2025-10-20
2227,16,2,59.61,0,2025-10-20
2228,16,3,1.0,10,2025-10-20
2229,16,4,1.11,14,2025-10-20
2230,16,1,9.78,2,2025-10-21
2231,16,2,122.38,0,2025-10-21
2232,16,3,1.0,10,2025-10-21
2233,16,4,1.39,13,2025-10-21
2234,16,5,3.0,5,2025-10-21
2235,16,1,7.39,1,2025-10-22
2236,16,2,85.78,0,2025-10-22
2237,16,3,4.0,4,2025-10-22
2238,16,4,1.05,15,2025-10-22
2239,16,5,2.0,7,2025-10-22
2240,16,1,1.23,0,2025-10-23
2241,16,2,137.88,0,2025-10-23
2242,16,3,10.0,2,2025-10-23
2243,16,4,0.46,20,2025-10-23
2244,16,5,5.0,3,2025-10-23
2245,16,1,19.41,4,2025-10-24
2246,16,2,110.25,0,2025-10-24
2247,16,3,8.0,2,2025-10-24
2248,16,4,0.4,21,2025-10-24
2249,16,5,3.0,5,2025-10-24
2250,16,1,10.71,2,2025-10-25
2251,16,2,157.37,0,2025-10-25
2252,16,3,7.0,2,2025-10-25
2253,16,4,1.27,13,2025-10-25
2254,16,5,1.0,10,2025-10-25
2255,16,1,18.06,4,2025-10-26
2256,16,2,131.43,0,2025-10-26
2257,16,3,8.0,2,2025-10-26
2258,16,4,1.27,13,2025-10-26
2259,16,5,4.0,4,2025-10-26
2260,16,1,12.41,2,2025-10-27
2261,16,2,30.45,0,2025-10-27
2262,16,3,7.0,2,2025-10-27
2263,16,4,0.59,19,2025-10-27
2264,16,5,1.0,10,2025-10-27
2265,16,1,2.52,1,2025-10-28
2266,16,2,81.97,0,2025-10-28
2267,16,3,10.0,2,2025-10-28
2268,16,4,1.04,15,2025-10-28
2269,16,5,5.0,3,2025-10-28
2270,16,1,6.39,1,2025-10-29
2271,16,2,133.61,0,2025-10-29
2272,16,3,1.0,10,2025-10-29
2273,16,4,0.45,21,2025-10-29
2274,16,5,4.0,4,2025-10-29
2275,16,1,5.52,1,2025-10-30
2276,16,2,87.89,0,2025-10-30
2277,16,4,1.64,11,2025-10-30
2278,16,5,4.0,4,2025-10-30
2279,16,1,2.25,0,2025-10-31
2280,16,2,35.44,0,2025-10-31
2281,16,3,9.0,2,2025-10-31
2282,16,4,1.3,13,2025-10-31
2283,16,1,2.02,0,2025-11-01
2284,16,2,58.64,0,2025-11-01
2285,16,3,8.0,2,2025-11-01
2286,16,4,1.8,11,2025-11-01
2287,16,5,3.0,5,2025-11-01
2288,16,1,11.44,2,2025-11-02
2289,16,2,90.42,0,2025-11-02
2290,16,3,2.0,7,2025-11-02
2291,16,4,0.77,17,2025-11-02
2292,16,5,1.0,10,2025-11-02
2293,16,1,8.03,2,2025-11-03
2294,16,2,77.28,0,2025-11-03
2295,16,3,5.0,3,2025-11-03
2296,16,4,1.47,12,2025-11-03
2297,16,1,17.94,4,2025-11-04
2298,16,2,13.44,1,2025-11-04
2299,16,3,4.0,4,2025-11-04
2300,16,4,0.83,16,2025-11-04
2301,16,5,3.0,5,2025-11-04
2302,16,1,19.45,4,2025-11-05
2303,16,2,48.75,0,2025-11-05
2304,16,3,4.0,4,2025-11-05
2305,16,4,1.96,10,2025-11-05
2306,16,5,3.0,5,2025-11-05
2307,16,1,14.58,3,2025-11-06
2308,16,2,112.85,0,2025-11-06
2309,16,3,1.0,10,2025-11-06
2310,16,4,0.62,19,2025-11-06
2311,16,5,1.0,10,2025-11-06
2312,17,1,9.69,2,2025-10-08
2313,17,2,97.81,0,2025-10-08
2314,17,3,5.0,3,2025-10-08
2315,17,4,1.7,11,2025-10-08
2316,17,5,4.0,4,2025-10-08
2317,17,1,14.19,3,2025-10-09
2318,17,2,78.58,0,2025-10-09
2319,17,3,8.0,2,2025-10-09
2320,17,4,1.79,11,2025-10-09
2321,17,1,4.01,1,2025-10-10
2322,17,2,19.8,0,2025-10-10
2323,17,4,1.08,14,2025-10-10
2324,17,5,2.0,7,2025-10-10
2325,17,1,16.47,3,2025-10-11
2326,17,2,95.87,0,2025-10-11
2327,17,3,10.0,2,2025-10-11
2328,17,4,1.87,10,2025-10-11
2329,17,5,5.0,3,2025-10-11
2330,17,1,11.88,2,2025-10-12
2331,17,2,40.19,0,2025-10-12
2332,17,3,7.0,2,2025-10-12
2333,17,4,1.3,13,2025-10-12
2334,17,5,2.0,7,2025-10-12
2335,17,1,5.17,1,2025-10-13
2336,17,2,151.25,0,2025-10-13
2337,17,3,1.0,10,2025-10-13
2338,17,4,0.78,17,2025-10-13
2339,17,5,3.0,5,2025-10-13
2340,17,1,15.6,3,2025-10-14
2341,17,2,46.43,0,2025-10-14
2342,17,3,3.0,5,2025-10-14
2343,17,4,1.4,12,2025-10-14
2344,17,5,5.0,3,2025-10-14
2345,17,1,10.27,2,2025-10-15
2346,17,2,156.99,0,2025-10-15
2347,17,3,10.0,2,2025-10-15
2348,17,4,0.32,23,2025-10-15
2349,17,5,1.0,10,2025-10-15
2350,17,1,0.17,0,2025-10-16
2351,17,2,52.91,0,2025-10-16
2352,17,3,4.0,4,2025-10-16
2353,17,4,1.51,12,2025-10-16
2354,17,5,5.0,3,2025-10-16
2355,17,1,7.53,2,2025-10-17
2356,17,2,69.28,0,2025-10-17
2357,17,3,4.0,4,2025-10-17
2358,17,4,0.67,18,2025-10-17
2359,17,5,2.0,7,2025-10-17
2360,17,1,7.94,2,2025-10-18
2361,17,2,27.39,0,2025-10-18
2362,17,3,8.0,2,2025-10-18
2363,17,4,2.0,10,2025-10-18
2364,17,5,2.0,7,2025-10-18
2365,17,1,5.65,1,2025-10-19
2366,17,2,126.35,0,2025-10-19
2367,17,3,7.0,2,2025-10-19
2368,17,4,0.41,21,2025-10-19
2369,17,5,2.0,7,2025-10-19
2370,17,1,5.22,1,2025-10-20
2371,17,2,130.89,0,2025-10-20
2372,17,3,10.0,2,2025-10-20
2373,17,4,0.81,17,2025-10-20
2374,17,5,1.0,10,2025-10-20
2375,17,1,1.14,0,2025-10-21
2376,17,2,155.74,0,2025-10-21
2377,17,3,9.0,2,2025-10-21
2378,17,4,0.99,15,2025-10-21
2379,17,5,2.0,7,2025-10-21
2380,17,1,13.11,3,2025-10-22
2381,17,2,179.57,0,2025-10-22
2382,17,3,4.0,4,2025-10-22
2383,17,4,1.84,11,2025-10-22
2384,17,5,3.0,5,2025-10-22
2385,17,1,14.16,3,2025-10-23
2386,17,2,107.25,0,2025-10-23
2387,17,3,3.0,5,2025-10-23
2388,17,4,0.88,16,2025-10-23
2389,17,5,5.0,3,2025-10-23
2390,17,1,15.7,3,2025-10-24
2391,17,2,164.11,0,2025-10-24
2392,17,3,10.0,2,2025-10-24
2393,17,4,0.91,16,2025-10-24
2394,17,5,2.0,7,2025-10-24
2395,17,1,17.53,4,2025-10-25
2396,17,2,40.79,0,2025-10-25
2397,17,3,1.0,10,2025-10-25
2398,17,4,1.1,14,2025-10-25
2399,17,5,5.0,3,2025-10-25
2400,17,1,15.26,3,2025-10-26
2401,17,2,41.12,0,2025-10-26
2402,17,3,10.0,2,2025-10-26
2403,17,4,1.83,11,2025-10-26
2404,17,5,5.0,3,2025-10-26
2405,17,1,14.88,3,2025-10-27
2406,17,2,62.2,0,2025-10-27
2407,17,3,5.0,3,2025-10-27
2408,17,4,0.93,16,2025-10-27
2409,17,5,4.0,4,2025-10-27
2410,17,1,9.41,2,2025-10-28
2411,17,2,157.29,0,2025-10-28
2412,17,3,9.0,2,2025-10-28
2413,17,4,1.29,13,2025-10-28
2414,17,5,4.0,4,2025-10-28
2415,17,1,10.01,2,2025-10-29
2416,17,2,157.47,0,2025-10-29
2417,17,3,6.0,3,2025-10-29
2418,17,4,1.2,14,2025-10-29
2419,17,5,3.0,5,2025-10-29
2420,17,1,2.75,1,2025-10-30
2421,17,2,44.05,0,2025-10-30
2422,17,3,6.0,3,2025-10-30
2423,17,4,1.98,10,2025-10-30
2424,17,5,3.0,5,2025-10-30
2425,17,1,3.61,1,2025-10-31
2426,17,2,23.74,0,2025-10-31
2427,17,3,5.0,3,2025-10-31
2428,17,4,1.37,13,2025-10-31
2429,17,5,1.0,10,2025-10-31
2430,17,1,9.04,2,2025-11-01
2431,17,2,45.6,0,2025-11-01
2432,17,3,2.0,7,2025-11-01
2433,17,4,1.28,13,2025-11-01
2434,17,5,1.0,10,2025-11-01
2435,17,1,1.76,0,2025-11-02
2436,17,2,114.46,0,2025-11-02
2437,17,3,10.0,2,2025-11-02
2438,17,4,1.03,15,2025-11-02
2439,17,5,3.0,5,2025-11-02
2440,17,1,0.75,0,2025-11-03
2441,17,2,43.9,0,2025-11-03
2442,17,3,5.0,3,2025-11-03
2443,17,4,1.92,10,2025-11-03
2444,17,5,2.0,7,2025-11-03
2445,17,1,0.36,0,2025-11-04
2446,17,2,10.7,1,2025-11-04
2447,17,3,3.0,5,2025-11-04
2448,17,4,0.68,18,2025-11-04
2449,17,5,2.0,7,2025-11-04
2450,17,1,10.07,2,2025-11-05
2451,17,2,62.04,0,2025-11-05
2452,17,3,1.0,10,2025-11-05
2453,17,4,1.7,11,2025-11-05
2454,17,5,2.0,7,2025-11-05
2455,17,1,10.41,2,2025-11-06
2456,17,2,99.1,0,2025-11-06
2457,17,3,6.0,3,2025-11-06
2458,17,4,1.81,11,2025-11-06
2459,17,5,1.0,10,2025-11-06
2460,18,1,7.19,1,2025-10-08
2461,18,2,42.03,0,2025-10-08
2462,18,3,6.0,3,2025-10-08
2463,18,4,0.33,23,2025-10-08
2464,18,5,1.0,10,2025-10-08
2465,18,1,14.68,3,2025-10-09
2466,18,2,110.25,0,2025-10-09
2467,18,3,2.0,7,2025-10-09
2468,18,4,0.51,20,2025-10-09
2469,18,5,5.0,3,2025-10-09
2470,18,1,17.53,4,2025-10-10
2471,18,2,53.48,0,2025-10-10
2472,18,3,8.0,2,2025-10-10
2473,18,4,1.36,13,2025-10-10
2474,18,5,4.0,4,2025-10-10
2475,18,1,13.07,3,2025-10-11
2476,18,2,13.36,1,2025-10-11
2477,18,3,1.0,10,2025-10-11
2478,18,4,1.01,15,2025-10-11
2479,18,5,3.0,5,2025-10-11
2480,18,1,14.04,3,2025-10-12
2481,18,2,44.93,0,2025-10-12
2482,18,3,10.0,2,2025-10-12
2483,18,4,1.37,13,2025-10-12
2484,18,5,2.0,7,2025-10-12
2485,18,1,10.41,2,2025-10-13
2486,18,2,115.88,0,2025-10-13
2487,18,3,2.0,7,2025-10-13
2488,18,4,1.01,15,2025-10-13
2489,18,1,5.65,1,2025-10-14
2490,18,2,143.41,0,2025-10-14
2491,18,3,7.0,2,2025-10-14
2492,18,4,0.64,18,2025-10-14
2493,18,5,1.0,10,2025-10-14
2494,18,1,19.46,4,2025-10-15
2495,18,2,70.85,0,2025-10-15
2496,18,3,6.0,3,2025-10-15
2497,18,4,0.8,17,2025-10-15
2498,18,1,13.76,3,2025-10-16
2499,18,2,91.71,0,2025-10-16
2500,18,3,3.0,5,2025-10-16
2501,18,4,0.3,23,2025-10-16
2502,18,5,5.0,3,2025-10-16
2503,18,1,11.48,2,2025-10-17
2504,18,2,94.0,0,2025-10-17
2505,18,3,1.0,10,2025-10-17
2506,18,4,1.63,11,2025-10-17
2507,18,1,5.12,1,2025-10-18
2508,18,2,49.3,0,2025-10-18
2509,18,3,4.0,4,2025-10-18
2510,18,4,0.75,17,2025-10-18
2511,18,1,0.79,0,2025-10-19
2512,18,2,59.4,0,2025-10-19
2513,18,3,10.0,2,2025-10-19
2514,18,4,0.83,16,2025-10-19
2515,18,5,5.0,3,2025-10-19
2516,18,1,17.81,4,2025-10-20
2517,18,2,11.64,1,2025-10-20
2518,18,3,2.0,7,2025-10-20
2519,18,4,1.43,12,2025-10-20
2520,18,5,1.0,10,2025-10-20
2521,18,1,19.1,4,2025-10-21
2522,18,2,55.61,0,2025-10-21
2523,18,3,1.0,10,2025-10-21
2524,18,4,0.93,16,2025-10-21
2525,18,5,2.0,7,2025-10-21
2526,18,1,19.25,4,2025-10-22
2527,18,2,56.21,0,2025-10-22
2528,18,3,6.0,3,2025-10-22
2529,18,4,1.47,12,2025-10-22
2530,18,5,3.0,5,2025-10-22
2531,18,1,15.94,3,2025-10-23
2532,18,2,29.22,0,2025-10-23
2533,18,4,1.97,10,2025-10-23
2534,18,5,1.0,10,2025-10-23
2535,18,1,9.65,2,2025-10-24
2536,18,2,106.72,0,2025-10-24
2537,18,3,7.0,2,2025-10-24
2538,18,4,0.61,19,2025-10-24
2539,18,5,3.0,5,2025-10-24
2540,18,1,17.25,3,2025-10-25
2541,18,2,159.59,0,2025-10-25
2542,18,3,2.0,7,2025-10-25
2543,18,4,1.12,14,2025-10-25
2544,18,5,3.0,5,2025-10-25
2545,18,1,0.92,0,2025-10-26
2546,18,2,54.47,0,2025-10-26
2547,18,3,5.0,3,2025-10-26
2548,18,4,0.32,23,2025-10-26
2549,18,5,5.0,3,2025-10-26
2550,18,1,14.48,3,2025-10-27
2551,18,2,48.08,0,2025-10-27
2552,18,3,10.0,2,2025-10-27
2553,18,4,1.78,11,2025-10-27
2554,18,5,4.0,4,2025-10-27
2555,18,1,1.9,0,2025-10-28
2556,18,2,122.49,0,2025-10-28
2557,18,3,3.0,5,2025-10-28
2558,18,4,1.12,14,2025-10-28
2559,18,5,5.0,3,2025-10-28
2560,18,1,16.78,3,2025-10-29
2561,18,2,104.92,0,2025-10-29
2562,18,3,9.0,2,2025-10-29
2563,18,4,0.39,22,2025-10-29
2564,18,5,5.0,3,2025-10-29
2565,18,1,9.39,2,2025-10-30
2566,18,2,94.29,0,2025-10-30
2567,18,3,2.0,7,2025-10-30
2568,18,4,0.43,21,2025-10-30
2569,18,5,3.0,5,2025-10-30
2570,18,1,5.56,1,2025-10-31
2571,18,2,96.18,0,2025-10-31
2572,18,3,8.0,2,2025-10-31
2573,18,4,1.39,13,2025-10-31
2574,18,5,3.0,5,2025-10-31
2575,18,1,8.88,2,2025-11-01
2576,18,2,107.42,0,2025-11-01
2577,18,3,1.0,10,2025-11-01
2578,18,4,1.76,11,2025-11-01
2579,18,5,3.0,5,2025-11-01
2580,18,1,14.9,3,2025-11-02
2581,18,2,13.02,1,2025-11-02
2582,18,3,6.0,3,2025-11-02
2583,18,4,1.0,15,2025-11-02
2584,18,5,4.0,4,2025-11-02
2585,18,1,15.84,3,2025-11-03
2586,18,2,173.74,0,2025-11-03
2587,18,3,10.0,2,2025-11-03
2588,18,4,0.82,17,2025-11-03
2589,18,5,4.0,4,2025-11-03
2590,18,1,9.12,2,2025-11-04
2591,18,2,67.95,0,2025-11-04
2592,18,4,1.69,11,2025-11-04
2593,18,5,3.0,5,2025-11-04
2594,18,1,12.0,2,2025-11-05
2595,18,2,131.83,0,2025-11-05
2596,18,3,5.0,3,2025-11-05
2597,18,4,1.52,12,2025-11-05
2598,18,1,0.04,0,2025-11-06
2599,18,2,70.37,0,2025-11-06
2600,18,3,10.0,2,2025-11-06
2601,18,4,1.94,10,2025-11-06
2602,18,5,2.0,7,2025-11-06
2603,19,1,2.13,0,2025-10-08
2604,19,2,162.47,0,2025-10-08
2605,19,3,7.0,2,2025-10-08
2606,19,4,0.54,19,2025-10-08
2607,19,5,5.0,3,2025-10-08
2608,19,1,5.09,1,2025-10-09
2609,19,2,43.31,0,2025-10-09
2610,19,3,1.0,10,2025-10-09
2611,19,4,1.88,10,2025-10-09
2612,19,5,3.0,5,2025-10-09
2613,19,1,3.81,1,2025-10-10
2614,19,2,67.45,0,2025-10-10
